date,Open,High,Low,Close,Adj Close,Volume,Normalized Adj Close,Open_Close_Diff,Normalized_Open_Close_Diff,High_Open_Diff,Normalized_High_Open_Diff,Low_Open_Diff,Normalized_Low_Open_Diff,Normalized_Volume
2024-01-02,71.70999908447266,73.63999938964844,70.05999755859375,70.37999725341797,70.37999725341797,330992,-1.0,1.3300018310546875,0.7237357319915096,1.9300003051757812,0.5260277752230296,1.9300003051757812,0.5260277752230296,0.5072178032495082
2024-01-03,70.5,73.2300033569336,69.27999877929688,72.69999694824219,72.69999694824219,334861,-0.719298391366095,-2.1999969482421875,0.03696545991598759,2.7300033569335938,0.745207060023578,2.7300033569335938,0.745207060023578,0.5149384780552441
2024-01-04,73.04000091552734,74.0,71.05999755859375,72.19000244140625,72.19000244140625,344467,-0.7810036919239682,0.8499984741210938,0.6303498537946595,0.9599990844726562,0.2602735717331505,0.9599990844726562,0.2602735717331505,0.5341074628533571
2024-01-05,72.4000015258789,74.23999786376953,72.20999908447266,73.80999755859375,73.80999755859375,325525,-0.5849970991696287,-1.4099960327148438,0.1906621543394042,1.839996337890625,0.5013691128148959,1.839996337890625,0.5013691128148959,0.49630828421023226
2024-01-08,73.51000213623047,73.94999694824219,70.12999725341797,70.7699966430664,70.7699966430664,392249,-0.952813159292742,2.7400054931640625,0.9980555431862373,0.43999481201171875,0.11780640953822229,0.43999481201171875,0.11780640953822229,0.6294574973758885
2024-01-09,70.91000366210938,72.93000030517578,70.47000122070312,72.23999786376953,72.23999786376953,363445,-0.7749546413516716,-1.3299942016601562,0.20622671475857565,2.0199966430664062,0.5506843473825908,2.0199966430664062,0.5506843473825908,0.5719784802902287
2024-01-10,72.16999816894531,73.58999633789062,71.01000213623047,71.37000274658203,71.37000274658203,352772,-0.880217167654149,0.7999954223632812,0.6206216324531326,1.4199981689453125,0.38630092890646556,1.4199981689453125,0.38630092890646556,0.5506802734663415
2024-01-11,71.33000183105469,73.80999755859375,71.16999816894531,72.0199966430664,72.0199966430664,373645,-0.8015730485396384,-0.6899948120117188,0.3307402294755904,2.4799957275390625,0.6767117045559058,2.4799957275390625,0.6767117045559058,0.5923328051851645
2024-01-12,73.01000213623047,75.25,72.36000061035156,72.68000030517578,72.68000030517578,403636,-0.7217178269757378,0.3300018310546875,0.5291831797064018,2.2399978637695312,0.6109587552151702,2.2399978637695312,0.6109587552151702,0.6521805069424212
2024-01-16,72.62999725341797,73.55999755859375,71.2300033569336,72.4000015258789,72.4000015258789,430437,-0.7555954640890123,0.2299957275390625,0.5097267370233484,0.9300003051757812,0.2520547143466301,0.9300003051757812,0.2520547143466301,0.7056624933648892
2024-01-17,72.0,72.94999694824219,70.5,72.55999755859375,72.55999755859375,315679,-0.7362372099227322,-0.55999755859375,0.3560315269181102,0.9499969482421875,0.25753325585478626,0.9499969482421875,0.25753325585478626,0.4766603741204737
2024-01-18,72.77999877929688,74.37999725341797,72.18000030517578,74.08000183105469,74.08000183105469,86646,-0.5523287183129859,-1.3000030517578125,0.2120615695180419,1.5999984741210938,0.4356161634741603,1.5999984741210938,0.4356161634741603,0.01961997278107926
2024-01-19,74.08000183105469,74.91000366210938,73.19999694824219,73.41000366210938,73.41000366210938,78234,-0.6333931961335185,0.6699981689453125,0.5953303350106128,0.8300018310546875,0.22465782630870462,0.8300018310546875,0.22465782630870462,0.002833641308902822
