Date,Open,High,Low,Close,Adj Close,Volume
2024-02-09,76.41999816894531,77.29000091552734,75.93000030517578,76.83999633789062,76.83999633789062,302612
2024-02-12,76.5999984741211,77.08999633789062,75.54000091552734,76.91999816894531,76.91999816894531,248476
2024-02-13,77.02999877929688,78.47000122070312,76.87000274658203,77.87000274658203,77.87000274658203,338174
2024-02-14,77.80999755859375,78.7699966430664,76.37999725341797,76.63999938964844,76.63999938964844,296131
2024-02-15,76.5999984741211,78.44000244140625,75.77999877929688,78.02999877929688,78.02999877929688,122432
2024-02-16,78.11000061035156,79.3499984741211,77.22000122070312,79.19000244140625,79.19000244140625,113713
2024-02-20,78.9800033569336,79.80000305175781,77.66999816894531,78.18000030517578,78.18000030517578,435235
2024-02-21,77.1500015258789,78.08000183105469,76.31999969482422,77.91000366210938,77.91000366210938,323243
2024-02-22,78.08999633789062,78.91999816894531,77.2300033569336,78.61000061035156,78.61000061035156,330511
2024-02-23,78.37000274658203,78.38999938964844,76.3499984741211,76.48999786376953,76.48999786376953,353437
2024-02-26,76.4000015258789,78.02999877929688,75.83999633789062,77.58000183105469,77.58000183105469,274710
2024-02-27,77.62000274658203,79.0,77.16999816894531,78.87000274658203,78.87000274658203,269236
2024-02-28,78.4800033569336,79.62000274658203,77.77999877929688,78.54000091552734,78.54000091552734,330043
2024-02-29,78.19999694824219,79.27999877929688,77.94000244140625,78.26000213623047,78.26000213623047,317939
2024-03-01,78.27999877929688,80.8499984741211,78.05000305175781,79.97000122070312,79.97000122070312,363417
2024-03-04,80.13999938964844,80.41000366210938,78.55999755859375,78.73999786376953,78.73999786376953,347214
2024-03-05,78.73999786376953,79.48999786376953,77.5199966430664,78.1500015258789,78.1500015258789,436521
2024-03-06,78.1500015258789,80.66999816894531,77.98999786376953,79.12999725341797,79.12999725341797,371049
2024-03-07,79.12999725341797,79.52999877929688,78.0199966430664,78.93000030517578,78.93000030517578,432923
2024-03-08,79.51000213623047,79.98999786376953,77.55999755859375,78.01000213623047,78.01000213623047,347533
2024-03-11,77.80000305175781,78.47000122070312,76.79000091552734,77.93000030517578,77.93000030517578,329873
2024-03-12,78.08999633789062,78.7300033569336,77.33999633789062,77.55999755859375,77.55999755859375,309922
2024-03-13,78.05999755859375,79.9000015258789,77.56999969482422,79.72000122070312,79.72000122070312,316390
2024-03-14,79.62999725341797,81.62000274658203,79.56999969482422,81.26000213623047,81.26000213623047,297450
2024-03-15,81.13999938964844,81.44999694824219,80.48999786376953,81.04000091552734,81.04000091552734,185078
2024-03-18,81.02999877929688,83.08999633789062,81.01000213623047,82.72000122070312,82.72000122070312,84718
2024-03-19,82.8499984741211,83.8499984741211,82.38999938964844,83.47000122070312,83.47000122070312,76814
2024-03-20,83.19999694824219,83.20999908447266,81.44000244140625,81.68000030517578,81.68000030517578,351161
2024-03-21,81.48999786376953,81.91999816894531,80.30000305175781,81.06999969482422,81.06999969482422,266860
2024-03-22,80.83999633789062,81.44999694824219,80.41999816894531,80.62999725341797,80.62999725341797,231101
2024-03-25,80.8499984741211,82.4800033569336,80.58999633789062,81.94999694824219,81.94999694824219,300360
2024-03-26,81.94000244140625,82.36000061035156,81.22000122070312,81.62000274658203,81.62000274658203,235845
2024-03-27,81.29000091552734,81.73999786376953,80.55000305175781,81.3499984741211,81.3499984741211,249964
2024-03-28,81.70999908447266,83.20999908447266,81.5199966430664,83.16999816894531,83.16999816894531,293774
2024-04-01,83.13999938964844,84.48999786376953,82.5999984741211,83.70999908447266,83.70999908447266,321059
2024-04-02,84.04000091552734,85.5,83.8499984741211,85.1500015258789,85.1500015258789,344040
2024-04-03,85.45999908447266,86.19999694824219,84.8499984741211,85.43000030517578,85.43000030517578,322549
2024-04-04,85.66000366210938,87.22000122070312,84.63999938964844,86.58999633789062,86.58999633789062,359534
2024-04-05,86.86000061035156,87.62999725341797,86.31999969482422,86.91000366210938,86.91000366210938,353206
2024-04-08,86.0999984741211,87.0999984741211,84.69000244140625,86.43000030517578,86.43000030517578,393734
2024-04-09,86.58999633789062,86.9800033569336,85.08999633789062,85.2300033569336,85.2300033569336,314994
2024-04-10,85.33999633789062,86.37999725341797,84.55000305175781,86.20999908447266,86.20999908447266,373939
2024-04-11,86.31999969482422,86.62999725341797,84.83999633789062,85.0199966430664,85.0199966430664,388128
2024-04-12,85.5999984741211,87.66999816894531,85.23999786376953,85.66000366210938,85.66000366210938,369958
2024-04-15,85.93000030517578,86.11000061035156,84.05000305175781,85.41000366210938,85.41000366210938,343894
2024-04-16,85.69999694824219,86.18000030517578,84.75,85.36000061035156,85.36000061035156,241343
2024-04-17,85.36000061035156,85.51000213623047,82.55000305175781,82.69000244140625,82.69000244140625,259540
2024-04-18,82.79000091552734,83.47000122070312,81.55999755859375,82.7300033569336,82.7300033569336,84468
2024-04-19,82.62000274658203,86.27999877929688,81.80000305175781,83.13999938964844,83.13999938964844,76901
2024-04-22,83.05000305175781,83.3499984741211,81.8499984741211,82.8499984741211,82.8499984741211,313914
2024-04-23,82.12999725341797,83.43000030517578,80.87999725341797,83.36000061035156,83.36000061035156,355814
2024-04-24,83.4000015258789,83.70999908447266,82.44000244140625,82.80999755859375,82.80999755859375,329077
2024-04-25,82.83000183105469,83.83000183105469,81.98999786376953,83.56999969482422,83.56999969482422,314116
2024-04-26,83.80999755859375,84.45999908447266,83.3499984741211,83.8499984741211,83.8499984741211,244090
2024-04-29,83.69000244140625,83.91000366210938,82.4000015258789,82.62999725341797,82.62999725341797,336984
2024-04-30,82.76000213623047,83.30000305175781,80.94999694824219,81.93000030517578,81.93000030517578,400680
2024-05-01,81.4800033569336,81.56999969482422,78.83000183105469,79.0,79.0,441978
2024-05-02,79.1500015258789,79.9000015258789,78.41000366210938,78.94999694824219,78.94999694824219,359652
2024-05-03,79.06999969482422,79.62999725341797,77.95999908447266,78.11000061035156,78.11000061035156,324438
2024-05-06,78.16000366210938,79.08999633789062,77.91000366210938,78.4800033569336,78.4800033569336,297369
2024-05-07,78.72000122070312,79.16999816894531,77.55000305175781,78.37999725341797,78.37999725341797,327593
2024-05-08,78.33999633789062,79.2699966430664,76.88999938964844,78.98999786376953,78.98999786376953,355449
2024-05-09,79.2300033569336,79.80000305175781,78.91000366210938,79.26000213623047,79.26000213623047,272712
2024-05-10,79.58999633789062,79.95999908447266,78.13999938964844,78.26000213623047,78.26000213623047,281169
2024-05-13,78.18000030517578,79.48999786376953,77.77999877929688,79.12000274658203,79.12000274658203,287701
2024-05-14,79.2300033569336,79.37999725341797,77.68000030517578,78.0199966430664,78.0199966430664,307410
2024-05-15,78.44000244140625,78.91999816894531,76.69999694824219,78.62999725341797,78.62999725341797,321267
2024-05-16,78.83999633789062,79.8499984741211,78.19999694824219,79.2300033569336,79.2300033569336,230277
2024-05-17,79.37999725341797,80.13999938964844,79.0,80.05999755859375,80.05999755859375,94152
2024-05-20,80.01000213623047,80.5999984741211,79.16999816894531,79.80000305175781,79.80000305175781,85072
2024-05-21,79.69999694824219,79.72000122070312,78.08000183105469,79.26000213623047,79.26000213623047,371672
2024-05-22,78.20999908447266,78.41000366210938,77.25,77.56999969482422,77.56999969482422,314145
2024-05-23,77.29000091552734,78.66000366210938,76.43000030517578,76.87000274658203,76.87000274658203,330273
2024-05-24,77.04000091552734,78.05000305175781,76.1500015258789,77.72000122070312,77.72000122070312,299075
2024-05-28,77.80999755859375,80.29000091552734,77.69000244140625,79.83000183105469,79.83000183105469,334074
2024-05-29,80.26000213623047,80.62000274658203,78.98999786376953,79.2300033569336,79.2300033569336,259594
2024-05-30,79.27999877929688,79.41999816894531,77.62999725341797,77.91000366210938,77.91000366210938,373779
2024-05-31,77.91000366210938,78.62000274658203,76.66999816894531,76.98999786376953,76.98999786376953,345120
2024-06-03,76.97000122070312,77.5199966430664,73.9800033569336,74.22000122070312,74.22000122070312,443271
2024-06-04,74.0199966430664,74.12999725341797,72.4800033569336,73.25,73.25,408721
2024-06-05,72.9000015258789,74.33000183105469,72.81999969482422,74.06999969482422,74.06999969482422,307701
2024-06-06,74.30000305175781,75.79000091552734,74.05999755859375,75.55000305175781,75.55000305175781,291082
2024-06-07,75.66999816894531,76.25,75.20999908447266,75.52999877929688,75.52999877929688,280253
2024-06-10,75.3499984741211,78.29000091552734,75.2300033569336,77.73999786376953,77.73999786376953,317031
2024-06-11,78.12000274658203,78.36000061035156,77.22000122070312,77.9000015258789,77.9000015258789,314874
2024-06-12,78.22000122070312,79.31999969482422,77.87999725341797,78.5,78.5,322285
2024-06-13,78.37000274658203,78.88999938964844,77.66999816894531,78.62000274658203,78.62000274658203,307638
2024-06-14,77.95999908447266,79.1500015258789,77.7300033569336,78.44999694824219,78.44999694824219,245827
2024-06-17,78.4800033569336,80.66000366210938,77.9800033569336,80.33000183105469,80.33000183105469,126733
2024-06-18,80.43000030517578,81.66999816894531,79.7699966430664,81.56999969482422,81.56999969482422,140709
2024-06-20,81.5199966430664,82.41000366210938,81.12999725341797,82.16999816894531,82.16999816894531,420499
2024-06-21,81.2699966430664,81.79000091552734,80.3499984741211,80.7300033569336,80.7300033569336,290500
2024-06-24,80.44999694824219,81.77999877929688,80.2300033569336,81.62999725341797,81.62999725341797,271745
2024-06-25,81.69999694824219,81.9000015258789,80.55000305175781,80.83000183105469,80.83000183105469,286038
2024-06-26,80.72000122070312,81.62999725341797,80.18000030517578,80.9000015258789,80.9000015258789,308410
2024-06-27,80.86000061035156,82.04000091552734,80.51000213623047,81.73999786376953,81.73999786376953,306342
2024-06-28,81.86000061035156,82.72000122070312,80.97000122070312,81.54000091552734,81.54000091552734,260252
2024-07-01,81.44999694824219,83.63999938964844,81.37999725341797,83.37999725341797,83.37999725341797,345780
2024-07-02,83.43000030517578,84.37999725341797,82.72000122070312,82.80999755859375,82.80999755859375,367787
2024-07-03,83.19999694824219,83.93000030517578,82.45999908447266,83.87999725341797,83.87999725341797,289685
2024-07-05,83.5999984741211,84.5199966430664,83.0199966430664,83.16000366210938,83.16000366210938,361357
2024-07-08,83.1500015258789,83.31999969482422,82.08000183105469,82.33000183105469,82.33000183105469,251774
2024-07-09,82.22000122070312,82.4800033569336,81.25,81.41000366210938,81.41000366210938,297325
