Open,High,Low,Close,Adj Close,Volume,Normalized Adj Close,Open_Close_Diff,Normalized_Open_Close_Diff,High_Open_Diff,Normalized_High_Open_Diff,Low_Open_Diff,Normalized_Low_Open_Diff,Normalized_Volume,mean_compound_after_4pm_before_930am
70.5,73.2300033569336,69.27999877929688,72.69999694824219,72.69999694824219,334861,-0.719298391366095,-2.1999969482421875,0.0369654599159875,2.7300033569335938,0.745207060023578,2.7300033569335938,0.745207060023578,0.5149384780552441,0.0807049637660383
73.04000091552734,74.0,71.05999755859375,72.19000244140625,72.19000244140625,344467,-0.7810036919239682,0.8499984741210938,0.6303498537946595,0.9599990844726562,0.2602735717331505,0.9599990844726562,0.2602735717331505,0.5341074628533571,0.0468747317790985
72.4000015258789,74.23999786376953,72.20999908447266,73.80999755859375,73.80999755859375,325525,-0.5849970991696287,-1.4099960327148438,0.1906621543394042,1.839996337890625,0.5013691128148959,1.839996337890625,0.5013691128148959,0.4963082842102322,0.1106337860692292
70.91000366210938,72.93000030517578,70.47000122070312,72.23999786376953,72.23999786376953,363445,-0.7749546413516716,-1.3299942016601562,0.2062267147585756,2.0199966430664062,0.5506843473825908,2.0199966430664062,0.5506843473825908,0.5719784802902287,0.5254857807885855
72.16999816894531,73.58999633789062,71.01000213623047,71.37000274658203,71.37000274658203,352772,-0.880217167654149,0.7999954223632812,0.6206216324531326,1.4199981689453125,0.3863009289064655,1.4199981689453125,0.3863009289064655,0.5506802734663415,-0.2552002964075655
71.33000183105469,73.80999755859375,71.16999816894531,72.0199966430664,72.0199966430664,373645,-0.8015730485396384,-0.6899948120117188,0.3307402294755904,2.4799957275390625,0.6767117045559058,2.4799957275390625,0.6767117045559058,0.5923328051851645,0.3505965553922578
73.01000213623047,75.25,72.36000061035156,72.68000030517578,72.68000030517578,403636,-0.7217178269757378,0.3300018310546875,0.5291831797064018,2.2399978637695312,0.6109587552151702,2.2399978637695312,0.6109587552151702,0.6521805069424212,-0.3647581378463655
72.62999725341797,73.55999755859375,71.2300033569336,72.4000015258789,72.4000015258789,430437,-0.7555954640890123,0.2299957275390625,0.5097267370233484,0.9300003051757812,0.2520547143466301,0.9300003051757812,0.2520547143466301,0.7056624933648892,-0.3199990168213844
72.0,72.94999694824219,70.5,72.55999755859375,72.55999755859375,315679,-0.7362372099227322,-0.55999755859375,0.3560315269181102,0.9499969482421876,0.2575332558547862,0.9499969482421876,0.2575332558547862,0.4766603741204737,-0.3954634853871539
74.08000183105469,74.91000366210938,73.19999694824219,73.41000366210938,73.41000366210938,78234,-0.6333931961335185,0.6699981689453125,0.5953303350106128,0.8300018310546875,0.2246578263087046,0.8300018310546875,0.2246578263087046,0.0028336413089028,-0.3668105039978399
73.41000366210938,75.75,72.88999938964844,75.19000244140625,75.19000244140625,372284,-0.4180274261165196,-1.779998779296875,0.11867717563937,2.339996337890625,0.6383556432530957,2.339996337890625,0.6383556432530957,0.5896168996771245,-0.0957153588533401
74.68000030517578,75.25,73.41000366210938,74.37000274658203,74.37000274658203,306060,-0.5172409018467005,0.30999755859375,0.5252912974425198,0.5699996948242188,0.1534242452112405,0.5699996948242188,0.1534242452112405,0.4574654475357298,-0.3233199284101526
74.56999969482422,75.83000183105469,73.94000244140625,75.08999633789062,75.08999633789062,323726,-0.4301273734538713,-0.5199966430664062,0.3638138071276959,1.2600021362304688,0.3424663260954992,1.2600021362304688,0.3424663260954992,0.4927183400449391,-0.2682318342849611
75.30000305175781,77.51000213623047,75.16000366210938,77.36000061035156,77.36000061035156,320177,-0.1554748153922629,-2.05999755859375,0.0642026984904484,2.209999084472656,0.6027398978286498,2.209999084472656,0.6027398978286498,0.4856362322947306,-0.109687025193125
77.1500015258789,78.26000213623047,76.05999755859375,78.01000213623047,78.01000213623047,365456,-0.0768297731813731,-0.8600006103515625,0.2976651675053064,1.1100006103515625,0.3013699489143249,1.1100006103515625,0.3013699489143249,0.5759914751298087,0.5050460789352655
77.0199966430664,78.13999938964844,75.8499984741211,77.81999969482422,77.81999969482422,347242,-0.0998185654066862,-0.8000030517578125,0.3093378456605958,1.1200027465820312,0.3041102647926891,1.1200027465820312,0.3041102647926891,0.5396450365380087,-0.2211682423949241
77.83999633789062,78.11000061035156,75.5199966430664,75.8499984741211,75.8499984741211,344493,-0.3381731276489981,1.9899978637695312,0.8521396446542281,0.2700042724609375,0.0712335810974641,0.2700042724609375,0.0712335810974641,0.5341593464266187,0.2897336846217512
75.95999908447266,76.94999694824219,73.69999694824219,73.81999969482422,73.81999969482422,577936,-0.5837869198166177,2.139999389648437,0.8813228243606299,0.9899978637695312,0.2684924291196709,0.9899978637695312,0.2684924291196709,1.0,0.0387526699341833
73.91000366210938,74.5199966430664,71.79000091552734,72.27999877929688,72.27999877929688,467768,-0.7701148470360067,1.6300048828125,0.7821020914043134,0.6099929809570312,0.1643813282275528,0.6099929809570312,0.1643813282275528,0.7801573269583055,-0.0160234943032264
72.76000213623047,73.81999969482422,72.37999725341797,73.30999755859375,73.30999755859375,310955,-0.6454931434708701,-0.5499954223632812,0.3579774680500512,1.05999755859375,0.2876704597710759,1.05999755859375,0.2876704597710759,0.4672335279632504,-0.2890999900798002
